"plu_balanza","nombre","precio_venta","codigo_barra_externo","mg"
"576","OLD SPICE FRESH 150ML","3700","0057600000","25"
"577","REXONA ACTIVE MOTION AEROS 150","3390","0057700000","25"
"578","REXONA COTTON DRY AEROSOL 150M","3390","0057800000","25"
"579","DOVE INVISIBLE DRY AEROSOL 150","3500","0057900000","25"
"580","AXE APOLLO 152ML","2650","0058000000","25"
"581","AXE MARINE 150ML","2750","0058100000","25"
"582","AXE MUSK 150ML","2750","0058200000","25"
"583","REXONA HOMBRE 150ML","2900","0058300000","25"
"584","PIERLAMINA CLASICA 60G","2100","0058400000","25"
"585","PIERLAMINA MAQUI 80G","2100","0058500000","25"
"586","PIERLAMINA COBRE 80G","2100","0058600000","25"
"587","PIERLAMINA ARGAN 80G","2100","0058700000","25"
"588","PIERLAMINA CASTA A 80G","2100","0058800000","25"
"589","LISTERINE ANTICARIES 180ML","2500","0058900000","25"
"590","LISTERINE CONTROL SARRO 180ML","2500","0059000000","25"
"591","JABON LUX SOFT TOUCH 80G","750","0059100000","25"
"592","JABON LUX VELVET TOUCH 80G","750","0059200000","25"
"593","ALGODON HIDROFILO","1100","0059300000","25"
"594","GEL CAPILAR HAZARD 210ML","2200","0059400000","25"
"595","MENTHOLATUM","1550","0059500000","25"
"596","COLGATE TRIPLE ACCI N 75ML","1700","0059600000","25"
"597","COLGATE KIDS 50G","1150","0059700000","25"
"598","CEPILLO DENTAL ORALB KIDS","1800","0059800000","25"
"599","CEPILLO DENTAL MEDIO COLGATE","900","0059900000","25"
"600","WHISKAS SALMON SNACK 40G","1250","0060000000","25"
"601","WHISKAS CARNE SNACK 40G","1250","0060100000","25"
"602","MASTER CAT ADULTO SALMON 500G","2000","0060200000","25"
"603","MASTER DOG ADULTO CARNE 700G","2050","0060300000","25"
"604","PEDIGREE CACHORRO SALSA CARNE","700","0060400000","25"
"605","PEDIGREE SALSA POLLO 100G","690","0060500000","25"
"606","PEDIGREE SALSA CARNE 100G","690","0060600000","25"
"607","PEDIGREE SALSA CARNE ADUL 100G","690","0060700000","25"
"608","PEDIGREE SALSA POLLO ADUL 100G","690","0060800000","25"
"609","MASTER CAT SALSA SALMON AD 85G","700","0060900000","25"
"610","MASTERDOG SALSA CARNE RAZ PEQ","690","0061000000","25"
"611","MASTERDOG SALSA POLLO ADU 85G","690","0061100000","25"
"612","MASTERDOG SALSA POLLO CACH 85G","690","0061200000","25"
"613","WHISKAS SALSA PAVO 85G","690","0061300000","25"
"614","WHISKAS SALSA CARNE SOUFFLE 85","690","0061400000","25"
"615","WHISKAS SALSA SALMON 85G","690","0061500000","25"
"616","WHISKAS SALSA PESCADO SOU 85G","690","0061600000","25"
"617","WHISKAS SALSA SARDINA 85G","690","0061700000","25"
"618","MASTER DOG ADULTO","2200","0061800000","25"
"619","MASTER DOG CACHORRO","2200","0061900000","25"
"620","PEDIGREE ADULTO","2500","0062000000","25"
"621","PEDIGREE CACHORRO","2750","0062100000","25"
"622","CAN ADULTO","2300","0062200000","25"
"623","CAN CACHORRO","2000","0062300000","25"
"624","ALIMENTO ECONOMICO","1500","0062400000","25"
"625","WHISKAS","3500","0062500000","25"
"626","CUBI CAT","2000","0062600000","25"
"627","CAT CHOW GATITO","3300","0062700000","25"
"628","MININO","2100","0062800000","25"
"629","WHISKAS POLLO ADULTO 85G","690","0062900000","25"
"630","ARENA VEGETAL MASTER CAT 2KG","3100","0063000000","25"
"631","ARENA SANITARIA TOPK9 LAVANDA","3390","0063100000","25"
"632","ARENA SANITARIA TOPK9 NATURAL","3390","0063200000","25"
"633","ARENA SANITARIA TOPK9 BERRIES","3390","0063300000","25"
"634","CARBON AMARILLO","1800","0063400000","25"
"635","WHISKAS SALSA CARNE 12M 85G","690","0063500000","25"
"636","PEDIGREE CARNE SENIOR 100G","690","0063600000","25"
"637","ATUN PETMARINE 85G","1550","0063700000","25"
"638","BOMBILLAS PLASTICAS 100UN","1400","0063800000","25"
"639","BOMBILLAS PAPEL TRICOLOR 50UN","2050","0063900000","25"
"640","PLATOS DE CARTON GRANDE 25UN","2450","0064000000","25"
"641","PILA DURACELL 2032B","800","0064100000","25"
"642","PILA DURACELL 2025B","800","0064200000","25"
"643","PILA DURACELL CR2016","800","0064300000","25"
"644","MEDIA APRICOT CAFFARENA","1550","0064400000","25"
"645","MEDIA GRAFITO CAFFARENA","1550","0064500000","25"
"646","MEDIA COGNAC CAFFARENA","1550","0064600000","25"
"647","MEDIA CHAMPAGNE CAFFARENA","1550","0064700000","25"
"648","MEDIA NEGRO CAFFARENA","1550","0064800000","25"
"649","MEDIA ALMENDRA CAFFARENA","1550","0064900000","25"
"650","GEL ADHESIVO 100ML","1400","0065000000","25"
"651","STICK PROARTE 36GRS","1290","0065100000","25"
"652","VASO MOTE DESECHABLE","550","0065200000","25"
"653","CABLE LIGHTNING 1M S&G BLANCO","6390","0065300000","25"
"654","CABLE LIGHTNING 1M S&G NEGRO","6390","0065400000","25"
"655","AMPOLLETA PHILLIPS 220V","850","0065500000","25"
"656","GLOBOS 50 UN","2500","0065600000","25"
"657","AGUJA LANA","150","0065700000","25"
"658","AGUJAS SET","500","0065800000","25"
"659","JABON LIQUIDO PJMASKS","5200","0065900000","25"
"660","ITZY ANGEL 250ML","5500","0066000000","25"
"661","PIERLAMINA REGENERADORA","2100","0066100000","25"
"662","GEL FIJADOR VO5 500G","3890","0066200000","25"
"663","ISSUE ACTIVADOR 20VOL","900","0066300000","25"
"664","ISSUE ACTIVADOR 30VOL","900","0066400000","25"
"665","TERMOMETRO ORAL","750","0066500000","25"
"666","SPEED STICK FRESH 60G","2500","0066600000","25"
"667","DOVE MEN NVISIBLE 48HRS","2500","0066700000","25"
"668","DOVE MEN NVISIBLE 72HRS","2500","0066800000","25"
"669","MAMADERA TOPKIDS","2000","0066900000","25"
"670","LADY SPEED STICK SHOWER FRESH","3500","0067000000","25"
"671","LADY SPEED STICK WILD FREESIA","3390","0067100000","25"
"672","BLOCK MILIMETRADO PROARTE","1500","0067200000","25"
"673","LADYSOFT NOCT. TELA SUAVE 14UN","2250","0067300000","25"
"674","SEDAL CREMA PEINAR CELULAS MAD","3150","0067400000","25"
"675","LADY SPEED STICK PRO5 150ML","2990","0067500000","25"
"676","DECOLORANTE ILICIT 20G","1700","0067600000","25"
"677","GOMA DE BORRAR FACTIS","700","0067700000","25"
"678","TEMPERA ROSS 12 COLORES","2000","0067800000","25"
"679","TEMPERA ROSS 6 COLORES","1200","0067900000","25"
"680","STICK ARTEL 36GR","1250","0068000000","25"
"681","STICK ARTEL 8GR","500","0068100000","25"
"682","PALOS DE HELADO","650","0068200000","25"
"683","SENSOR PLUS 3 SABORES","2000","0068300000","25"
"684","SENSOR PLUS XL","2000","0068400000","25"
"685","SENSOR PLUS THREE FEELS","2000","0068500000","25"
"686","SENSOR PLUS EXTRA RESISTENTE","2000","0068600000","25"
"687","MARCADOR PIZARRA AZUL ARTEL","950","0068700000","25"
"688","BOLSA REGALO MINI","500","0068800000","25"
"689","ADHESIVO INST REX 2G","300","0068900000","25"
"690","PEGOTE (CH)","1000","0069000000","25"
"691","PEGOTE (M)","1500","0069100000","25"
"692","PEGOTE (G)","1890","0069200000","25"
"693","CABLE USB IOS FIDDLER","2350","0069300000","25"
"694","AUDIFONOS STEREOBUDS","1550","0069400000","25"
"695","BATERIA 9V EVEREADY","1650","0069500000","25"
"696","BOMBA DE AGUA 100UN","1200","0069600000","25"
"697","LAPIZ MINA N 2","350","0069700000","25"
"698","CORRECTOR LAPIZ ATLANTIK","800","0069800000","25"
"699","SILICONA LIQUIDA ATLANTIK 30ML","790","0069900000","25"
"700","KENT NEO 10","3000","0070000000","25"
"701","KENT NEO TROPIC 20","5200","0070100000","25"
"702","KENT SILVER 10","3000","0070200000","25"
"703","MARLBORO ARTESANAL 20","3900","0070300000","25"
"704","MARLBORO VISTA FORESTMIST 12","3500","0070400000","25"
"705","PALL MALL XL SUNRISEMIX","4800","0070500000","25"
"706","LUCKY STRIKE ECLIPSE 20","6000","0070600000","25"
"707","PALL MALL ROJO 10","2200","0070700000","25"
"708","KENT NEO IKON MIX 20","5200","0070800000","25"
"709","KENT BLUE UP 20","5500","0070900000","25"
"710","KENT SILVER UP 20","5500","0071000000","25"
"711","KENT CLICK UP 20","5800","0071100000","25"
"712","KENT NEO ROSE 20","5200","0071200000","25"
"713","KENT BOOST UP 20","5800","0071300000","25"
"714","KENT WHITE UP 20","5500","0071400000","25"
"715","KENT NEO 20","5000","0071500000","25"
"716","LUCKY STRIKE SHARP CRUSH 20","6000","0071600000","25"
"717","LUCKY STRIKE PURPLE WILD 20","6000","0071700000","25"
"718","LUCKY STRIKE CLICK FROST 20","5800","0071800000","25"
"719","LUCKY SLOW CURED RED","5500","0071900000","25"
"720","LUCKY STRIKE PATTERSON BLUE 20","3900","0072000000","25"
"721","LUCKY STRIKE SLOW CURED RED BL","5300","0072100000","25"
"722","LUCKY STRIKE COMPACT CLICK","4600","0072200000","25"
"723","LUCKY STRIKE PATTERSON RED 20","3900","0072300000","25"
"724","LUCKY STRIKE COMPACT FRESH WIL","4600","0072400000","25"
"725","LUCKY STR SLOW CURED BLUE 10","3100","0072500000","25"
"726","LUCKY STRIKE CLICK FROST 10","3500","0072600000","25"
"727","LUCKY STRIKE SHARP CRUSH 10","3600","0072700000","25"
"728","LUCKY STRIKE PURPLE WILD 10","3600","0072800000","25"
"729","LUCKY STRIKE SLOW CURED BLUE","5500","0072900000","25"
"730","LUCKY STRIKE ALASKA","6000","0073000000","25"
"731","LUCKY STRIKE FRESH TWIST 20","6000","0073100000","25"
"732","MARLBORO VISTA GARDEN ZING 12","3500","0073200000","25"
"733","MARLBORO TOUCH CLEAR CAPS 20","5500","0073300000","25"
"734","MARLBORO VISTA SUMMER ZEST 20","5500","0073400000","25"
"735","PALL MALL  BOOST 10","2600","0073500000","25"
"736","PALL MALL GRIS 10","2200","0073600000","25"
"737","PALL MALL AZUL 10","2200","0073700000","25"
"738","PALL MALL CLICK ON 10","2600","0073800000","25"
"739","PALL MALL XL GRIS","4000","0073900000","25"
"740","PALL MALL XL AZUL","4000","0074000000","25"
"741","PALL MALL XL ROJO","4000","0074100000","25"
"742","PALL MALL XL CLICK ON","4800","0074200000","25"
"743","PALL MALL XL BOOST","4800","0074300000","25"
"744","PALL MALL XL SUNSET","4800","0074400000","25"
"745","LUCKY STRIKE PATTERSON BLUE BL","3600","0074500000","25"
"746","LUCKY STRIKE PATTERSON RED BLA","3600","0074600000","25"
"800","AMPOLLETA 4WLED LOGIC","1500","0080000000","25"
"801","AMPOLLETA REDPOWER 72W","850","0080100000","25"
"802","AMPOLLETA MEGABRIGHT 70W","850","0080200000","25"
"803","AMPOLLETA BLANCA RAYOVAC","990","0080300000","25"
"804","DURACELL D2","5450","0080400000","25"
"805","DURACELL AA","2100","0080500000","25"
"806","DURACELL AAA","1050","0080600000","25"
"807","BATERIA 9V MAXELL","3450","0080700000","25"
"808","DURACELL AAAA","1350","0080800000","25"
"809","PILA 3V PANASONIC","550","0080900000","25"
"810","PILA 1.55V MAXELL","550","0081000000","25"
"811","PILA CR2032 MAXELL","300","0081100000","25"
"812","PILA CR1620 MAXELL","300","0081200000","25"
"813","PILA CR2025 ENERGIZER","400","0081300000","25"
"814","PILA CR2450 ENERGIZER","450","0081400000","25"
"815","COLA FRIA ARTEL 450G","2500","0081500000","25"
"816","COLA FRIA ARTEL 120G","1200","0081600000","25"
"817","COLA FRIA FOSKA 100G","1000","0081700000","25"
"818","SILICONA LIQUIDA FULTONS 30ML","750","0081800000","25"
"819","PISTOLA SILICONA CALIENTE","3500","0081900000","25"
"820","CORCHETERA MET 20 HJS FULTONS","8000","0082000000","25"
"821","TEMPERA ARTEL 12 COLORES","3750","0082100000","25"
"822","PROARTE PLUMONES P DELGADA 12U","1350","0082200000","25"
"823","ACUARELA PROARTE 12COLORES","1800","0082300000","25"
"824","PLASTICINA FULTONS 10COL","1550","0082400000","25"
"825","CRAYONES TRIANGULARES FOSKA 12","1000","0082500000","25"
"826","LAPICES DE COLOR FRIDAY 12C","1500","0082600000","25"
"827","PERFORADORA MAPED","1000","0082700000","25"
"828","SACAPUNTAS MAPED","600","0082800000","25"
"830","ARTEL MARCADOR PERMANENTE AZUL","800","0083000000","25"
"831","ARTEL MARCADOR PERMAN NEGRO","800","0083100000","25"
"832","MARCADOR TL PERMANENTE AZUL","1000","0083200000","25"
"833","MARCADOR CD","800","0083300000","25"
"834","MARCADOR PIZARRA CHAOER","500","0083400000","25"
"835","MARCADOR PIZARRA ROJO CHENYUN","500","0083500000","25"
"836","ENERGIZER A27BS1 12VCC","1050","0083600000","25"
"837","ARTEL MARCADOR PIZARRA NEGRO","950","0083700000","25"
"838","ARTEL MARCADOR PIZARRA ROJO","950","0083800000","25"
"839","DESTACADOR ROSA MK2015 FOSKA","600","0083900000","25"
"840","LAPIZ CORRECTOR FULTONS","900","0084000000","25"
"841","CANDADO OISTER E-20","1000","0084100000","25"
"842","PAPEL RONSON MEDIUM","750","0084200000","25"
"843","PAPEL OCB PREMIUM 1 1/4","750","0084300000","25"
"844","PAPEL AMSTERDAM 1 1/4 + TIPS","650","0084400000","25"
"845","PANUELOS ELITE 10UN","250","0084500000","25"
"846","PANTY CLASSIC 2 AMBAR TRAVIATA","2890","0084600000","25"
"847","PANTY MUSS 3 GRAFITO CAFFARENA","2890","0084700000","25"
"848","MAMADERA TOPKIDS 280ML","1000","0084800000","25"
"849","SET GLOBOS N9 50UNI","2500","0084900000","25"
"850","BROCHETA MEDIANA","650","0085000000","25"
"851","CUADERNO UNIVER ROSS 100H","2250","0085100000","25"
"852","PROARTE CROQUIS UNIVERS 100H","2250","0085200000","25"
"853","ARCHIVADOR PLASTIFICADO AZUL","500","0085300000","25"
"854","LIBRETA COMUNICACIONES PROARTE","1350","0085400000","25"
"855","BLOCK LICEO 60 ARTEL 20H","1300","0085500000","25"
"856","BLOCK MEDIUM 99 1/89 ARTEL 20H","2000","0085600000","25"
"857","LAPICES DE COLOR 12U ROSS","1060","0085700000","25"
"858","ARTEL MARCADOR PERMAN VERDE","800","0085800000","25"
"859","FULTONS PLASTICINA TRIANG 12C","2100","0085900000","25"
"860","VELA ECON INVENA 4UN","1000","0086000000","25"
"861","VELAS MI RANCHO 4UN","1100","0086100000","25"
"862","AUDIFONOS MLAB 9800","7100","0086200000","25"
"863","LA GOTITA ADHESIVO","3590","0086300000","25"
"864","MOTOMO CABLE USB IOS 2.4A","2650","0086400000","25"
"865","PHILCO CABLE USB TO MICRO USB","2690","0086500000","25"
"866","AUDIFONOS ALAMBRICOS AIWA","2190","0086600000","25"
"867","MICRO SD 32GB MAXELL","5500","0086700000","25"
"868","CHIP WOM PREPAGO","1300","0086800000","25"
"869","TAPSIN CALIENTE DIA","850","0086900000","25"
"870","TAPSIN CALIENTE NOCHE","850","0087000000","25"
"871","TAPSIN NOCTURNO","250","0087100000","25"
"872","TAPSIN DIA","250","0087200000","25"
"873","ENO LIMON","450","0087300000","25"
"874","ENO REGULAR","450","0087400000","25"
"875","PANTY MUSS 4 NEGRO CAFFARENA","2890","0087500000","25"
"876","PANTY MUSS 3 NEGRO CAFFARENA","2890","0087600000","25"
"877","PANTY MUSS 4 COGNAC CAFFARENA","2890","0087700000","25"
"878","PANTY MUSS 3 COGNAC CAFFARENA","2890","0087800000","25"
"879","PANTY MUSS 2 GRAFITO CAFFARENA","2890","0087900000","25"
"880","PANTY TRAVIATA 4 NEGRO","2890","0088000000","25"
"881","PANTY TRAVIATA 2 AMBAR","2890","0088100000","25"
"882","VELA CUMPLEA OS","990","0088200000","25"
"883","ENCENDEDOR RONSON","400","0088300000","25"
"884","ENCENDEDOR","250","0088400000","25"
"885","ENCENDEDOR BIC","1100","0088500000","25"
"886","CLIPPER RONSON","1000","0088600000","25"
"887","MOTOMO CABLE CARGA TIPO C","2370","0088700000","25"
"888","MOTOMO CARGADOR M0006 DOB PUER","4390","0088800000","25"
"889","MAXELL USB 32GB","5500","0088900000","25"
"890","DURACELL MN21/A23","1600","0089000000","25"
"891","CARTONERO CHICO PLASTICO","400","0089100000","25"
"892","TIJERAS GRANDES","4100","0089200000","25"
"893","SUPER GLUE CHEMMER","400","0089300000","25"
"894","UNILUX AMPOLLETA 70W","900","0089400000","25"
"895","UNILUX AMPOLLETA 60W","900","0089500000","25"
"896","AIWA CONNECT AWC S1C4B","2750","0089600000","25"
"897","DURACELL 9V 1","4390","0089700000","25"
"898","AMPOLLETA PHILIPS 65W","990","0089800000","25"
"899","AMPOLLETA PILA LED 65W","900","0089900000","25"
"900","JUGO LIMON DON  JUAN 250ML","590","0090000000","25"
"901","VINAGRE VINO TINTO D JUAN 500","950","0090100000","25"
"902","VINAGRE VINO TINTO DON JUAN 25","760","0090200000","25"
"903","JUGO LIMON DON JUAN 500ML","890","0090300000","25"
"904","DON JUAN VINAGRE MANZANA 500ML","1900","0090400000","25"
"905","VINAGRE VINO BL DON JUAN 250ML","690","0090500000","25"
"906","VINAGRE VINO BL DON JUAN 500ML","1000","0090600000","25"
"907","YERBA MATE DONA JAVIERA 250G","1650","0090700000","25"
"908","YERBA MATE CBSE FRUT TROP 500G","2990","0090800000","25"
"909","TE MILDRED ORANGE PEKOE 125G","2100","0090900000","25"
"910","PURE PAPAS MAGGI 93G","1500","0091000000","25"
"911","PURE PAPAS MAGGI 250G","2350","0091100000","25"
"912","SALSA DE TOMATES MALLOA 200G","720","0091200000","25"
"913","SALSA DE TOMATES D CLARA 200G","650","0091300000","25"
"914","SALSA DE TOMATES LUCCHETTI 200","970","0091400000","25"
"915","SALSA DE TOMATES SAN REMO 200G","500","0091500000","25"
"916","SALSA DE TOMATES POMAROLA 200G","700","0091600000","25"
"917","GELATINA PINA AMBROSOLI 100G","1050","0091700000","25"
"918","GELATINA NARANJA AMBROSOLI 100","1050","0091800000","25"
"919","YERBA MATE TARAGUI CITRI 500","3550","0091900000","25"
"920","YERBA MATE TARAG MARACUYA 500G","3800","0092000000","25"
"921","YERBA MATE TARAGUI NARANJA 500","3550","0092100000","25"
"922","YERBA MATE TARAGUI TRAD 500G","3600","0092200000","25"
"923","YERBA MATE TARAGUI +ENERGIA 50","3550","0092300000","25"
"924","YERBA MATE COMPADRITO 250G","1650","0092400000","25"
"925","YERBA MATE COMPADRITO 500G","4100","0092500000","25"
"926","LOS ALERCES MANJAR 1KG","4200","0092600000","25"
"927","NESTLE MANJAR 200G","1250","0092700000","25"
"928","NESTLE MANJAR 500G","2950","0092800000","25"
"929","NESTLE MANJAR 1KG","4950","0092900000","25"
"930","COLUN MANJAR 200G","990","0093000000","25"
"931","COLUN MANJAR 1KG","4350","0093100000","25"
"932","COLUN MANJAR 400G","2200","0093200000","25"
"933","PICADO CARN. FID Y VER 215G NE","2300","0093300000","25"
"934","PICADO POLLO Y VER 215G NESTLE","2190","0093400000","25"
"935","COLADO CARNE Y VERD 215G NESTL","2200","0093500000","25"
"936","QUESO RALLADO COLUN REGGIA 40G","900","0093600000","25"
"937","QUESO RALL COLUN PARMESANO 40G","870","0093700000","25"
"938","MAICENA CAMPINO 100G","790","0093800000","25"
"939","IMPERIAL NESTLE 100G","1000","0093900000","25"
"940","IMPERIAL NESTLE 20G","350","0094000000","25"
"941","LEVADURA LEFERSA 10G","350","0094100000","25"
"942","CHANCACA DELICIOSA 200G","1300","0094200000","25"
"943","SALSA TUCO CARNE MAGGI 245G","3900","0094300000","25"
"944","SALSA INFERNO BARBEC SPICY 270","2390","0094400000","25"
"945","SALSA FRAMBUESA GOURMET 280G","2650","0094500000","25"
"946","SALSA CARAMELO GOURMET 280G","2500","0094600000","25"
"947","ESENCIA VAINILLA GOURMET 100ML","1300","0094700000","25"
"948","SALSA SOYA TRAVERSO 320ML","1950","0094800000","25"
"949","SALSA SOYA KIKKO 160ML","990","0094900000","25"
"950","SALSA SOYA KIKKO 85ML","690","0095000000","25"
"951","SALSA CHOCOLATE GOURMET 280G","2650","0095100000","25"
"952","CHU O DELICADA 250G","1200","0095200000","25"
"953","HARINA S/POLVOS MONT BLANC 1K","1600","0095300000","25"
"954","HARINA C/POLVOS MONT BLANC 1K","1600","0095400000","25"
"955","HARINA DE MAIZ BLANCO 1KG","1990","0095500000","25"
"956","HARINA DE MAIZ AMARILLO 1KG","2500","0095600000","25"
"957","MIRAFLORES ACEITE VEGETAL 900M","3150","0095700000","25"
"958","ACEITE VEGETAL MISOL 900ML","2000","0095800000","25"
"959","ACEITE VEGETAL BELMONT 1L","4200","0095900000","25"
"960","MIRAFLORES ACEITE MARAV 900ML","4910","0096000000","25"
"961","NESCAFE TRADICION GRANULAD 50G","3630","0096100000","25"
"962","NESCAFE TRADICION GRANU 100G","6390","0096200000","25"
"963","NESCAFE TRADICION GRANU 170G","9750","0096300000","25"
"964","NESCAFE TRADICION POLVO 50G","3650","0096400000","25"
"965","NESCAFE TRADICION POLVO 100G","6500","0096500000","25"
"966","NESCAFE TRADICION POLVO 170G","9500","0096600000","25"
"967","NESCAFE DOLCA POLVO 50G","2700","0096700000","25"
"968","NESCAFE DOLCA POLVO 100G","5250","0096800000","25"
"969","NESCAFE DOLCA POLVO 170G","6750","0096900000","25"
"970","CREMA DE COCO DEYCO 396G","2650","0097000000","25"
"971","CREMA DE LECHE NESTLE 157G","1500","0097100000","25"
"972","CREMA DE LECHE NESTLE 236G","2050","0097200000","25"
"973","LECHE CONDENSADA NESTLE 397G","2400","0097300000","25"
"974","LECHE CONDENSADA LECHE SUR 397","1890","0097400000","25"
"975","LECHE EVAP IDEAL NESTLE 366ML","2050","0097500000","25"
"976","DURAZNOS MITADES ACONCAGUA 820","2700","0097600000","25"
"977","PI AS RODAJAS ESMERALDA 567G","2350","0097700000","25"
"978","PI A TROCITOS ACONCAGUA 565G","2550","0097800000","25"
"979","PALMITOS ENTEROS ACONCAGUA 400","4150","0097900000","25"
"980","PALMITO EN TROZOS MAKAO 400G","2550","0098000000","25"
"981","CHAMPINONES ENT ESMERALDA 184G","1350","0098100000","25"
"982","CHOCLITOS COCKTAIL ESMER 425G","2850","0098200000","25"
"983","ESPARRAGOS ENT ESMERALDA 425G","2650","0098300000","25"
"984","ALCAPARRAS GOURMET 110G","2400","0098400000","25"
"985","POROTOS NEGROS WASIL 380G","1450","0098500000","25"
"986","LENTEJAS 6MM WASIL 380G","1460","0098600000","25"
"987","LASANA TRADICIONAL CAROZZI 8P","2500","0098700000","25"
